Term,Session,Acad Group,Class Nbr,Subject,Catalog Nbr,Section,Course Title,Component,Codes,M,T,W,TH,F,S,SU,Start Date,End Date,Time,Location,Instructor,Total,Seats Remaining,Has WL,Units,
"Summer 2025","Regular Academic Session","Engineering","72002","Computer Science and Engineering (CSE) Open Sections"," 599","184","Directed Study","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Galvanauskas","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Engineering","72003","Computer Science and Engineering (CSE) Open Sections"," 599","186","Directed Study","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Ackerman","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Engineering","72004","Computer Science and Engineering (CSE) Open Sections"," 599","188","Directed Study","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Thomas","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Engineering","72005","Computer Science and Engineering (CSE) Open Sections"," 599","189","Directed Study","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Razak","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Engineering","72006","Computer Science and Engineering (CSE) Open Sections"," 599","190","Directed Study","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Baveja","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Engineering","72007","Computer Science and Engineering (CSE) Open Sections"," 599","192","Directed Study","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Giebink","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Engineering","72008","Computer Science and Engineering (CSE) Open Sections"," 599","198","Directed Study","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Ruf","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Engineering","72009","Computer Science and Engineering (CSE) Open Sections"," 599","199","Directed Study","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Tzimpragos","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Engineering","72402","Computer Science and Engineering (CSE) Open Sections"," 599","205","Directed Study","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Peterson","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Engineering","71642","Computer Science and Engineering (CSE) Open Sections"," 599","206","Directed Study","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Cook","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Engineering","73659","Computer Science and Engineering (CSE) Open Sections"," 599","239","Directed Study","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Dong","  25","  25","N","1.00-4.00",
"Summer 2025","Regular Academic Session","Engineering","73310","Computer Science and Engineering (CSE) Open Sections"," 698","095","Master's Thesis","IND"," I ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Revzen","  25","  25","N","1.00-6.00",
"Summer 2025","Regular Academic Session","Engineering","72960","Computer Science and Engineering (CSE) Open Sections"," 698","141","Master's Thesis","IND"," I ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Tsang","  25","  25","N","1.00-6.00",
"Summer 2025","Regular Academic Session","Engineering","72918","Computer Science and Engineering (CSE) Open Sections"," 698","149","Master's Thesis","IND"," I ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Kamil","  25","  25","N","1.00-6.00",
"Summer 2025","Regular Academic Session","Engineering","73581","Computer Science and Engineering (CSE) Open Sections"," 698","193","Master's Thesis","IND"," I ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Fouhey","  25","  25","N","1.00-6.00",
"Summer 2025","Regular Academic Session","Engineering","73660","Computer Science and Engineering (CSE) Open Sections"," 698","239","Master's Thesis","IND"," I ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Dong","  25","  25","N","1.00-6.00",
"Summer 2025","Regular Academic Session","Engineering","73312","Computer Science and Engineering (CSE) Open Sections"," 699","002","Research Work CSE","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Kira","  25","  25","N","1.00-6.00",
"Summer 2025","Regular Academic Session","Engineering","72010","Computer Science and Engineering (CSE) Open Sections"," 699","004","Research Work CSE","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Arthur","  25","  25","N","1.00-6.00",
"Summer 2025","Regular Academic Session","Engineering","72011","Computer Science and Engineering (CSE) Open Sections"," 699","005","Research Work CSE","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Bertacco","  25","  25","N","1.00-6.00",
"Summer 2025","Regular Academic Session","Engineering","72012","Computer Science and Engineering (CSE) Open Sections"," 699","006","Research Work CSE","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Pettie","  25","  25","N","1.00-6.00",
"Summer 2025","Regular Academic Session","Engineering","72013","Computer Science and Engineering (CSE) Open Sections"," 699","007","Research Work CSE","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Dick","  25","  25","N","1.00-6.00",
"Summer 2025","Regular Academic Session","Engineering","72316","Computer Science and Engineering (CSE) Open Sections"," 699","008","Research Work CSE","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Roy Chowdhury","  25","  25","N","1.00-6.00",
"Summer 2025","Regular Academic Session","Engineering","72014","Computer Science and Engineering (CSE) Open Sections"," 699","009","Research Work CSE","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Najarian","  25","  25","N","1.00-6.00",
"Summer 2025","Regular Academic Session","Engineering","72015","Computer Science and Engineering (CSE) Open Sections"," 699","010","Research Work CSE","IND","   ","","","","","","","","06/26/2025","08/12/2025","ARR","ARR","Scott","  25","  25","N","1.00-6.00",
